BGC0000001	Abyssomicin C	C[C@@H](C1=O)C[C@H](C)C/C=C/[C@H]([C@@H](O)[C@@H]2OC3=C1C4=O)[C@]3(O4)C[C@H]2C	pubchem:71455791;chembl:1651097
BGC0000001	Atrop-abyssomicin C	C[C@@H](C1=O)C[C@H](C)C/C=C/[C@H]([C@@H](O)[C@@H]2OC3=C1C4=O)[C@]3(O4)C[C@H]2C	chemspider:19955692
BGC0000002	aculeximycin	CCC[C@H]([C@@H](C)[C@H]([C@H](CC)/C=C/[C@@H]([C@@H](C)[C@@H]1C/C=C(/[C@H]([C@H]([C@@H](C[C@H]([C@H]([C@@H](CC2C[C@@H]([C@H]([C@](O2)(C[C@H]([C@H](CC[C@H](C[C@H](C/C=C(/C(=O)O1)\CC)O)O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C)O)O[C@H]4C[C@H]([C@@H]([C@H](O4)C)O)N)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C)O)O)O)O)O)O)O)C)O)O[C@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)\C)O)O)O[C@H]7C[C@]([C@@H]([C@@H](O7)C)O)(C)N	pubchem:6449919
BGC0000003	AF-toxin	CCC(C)C(C(=O)OC(/C=C/C=C/C=C/C(=O)O)C1(CO1)C)OC(=O)C(C(C)(C)O)O	pubchem:6442850
BGC0000004	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000005	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000006	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000007	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000008	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000009	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000010	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000011	aflatoxin	COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1	pubchem:14421
BGC0000011	sterigmatocystin	COC1=C2C(=C3[C@@H]4C=CO[C@@H]4OC3=C1)OC5=C(C2=O)C(=CC=C5)O	pubchem:5280389
BGC0000012	alternapyrone		
BGC0000013	alternariol	CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)O)O	pubchem:5359485
BGC0000014	ambruticin	CC[C@@H]1C(=CC[C@@H](O1)/C(=C/[C@H](C)/C=C/[C@H]2[C@H]([C@@H]2/C=C/[C@H]3[C@@H]([C@H](C[C@H](O3)CC(=O)O)O)O)C)/C)C	pubchem:6918547
BGC0000015	amphotericin	C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O	pubchem:5386092
BGC0000016	Amphotericin B	C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O	pubchem:5386092
BGC0000017	Anatoxin-a	CC(=O)C1=CCC[C@@H]2CC[C@H]1N2	pubchem:3034748
BGC0000017	Homoanatoxin-a	CCC(=O)C1=CCC[C@@H]2CC[C@H]1N2	pubchem:126727
BGC0000018	angolamycin	CCC1C(C2C(O2)(/C=C/C(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3CC(C(C(O3)C)OC4CC(C(C(O4)C)O)(C)O)N(C)C)CC=O)C)C)COC5C(C(C(C(O5)C)O)OC)OC	pubchem:6438267
BGC0000019	angolamycin	CCC1C(C2C(O2)(/C=C/C(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC3CC(C(C(O3)C)OC4CC(C(C(O4)C)O)(C)O)N(C)C)CC=O)C)C)COC5C(C(C(C(O5)C)O)OC)OC	pubchem:6438267
BGC0000020	ansamitocin	CC1C2CC(C(/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O	pubchem:5477086
BGC0000021	apoptolidin	C[C@@H]1/C=C(/C=C(/C=C(/C(=O)O[C@@H](C[C@@H]([C@H](CC/C=C(/C=C/[C@H]1O[C@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C)OC)O)O)\C)O)OC)[C@H]([C@]3([C@@H]([C@H]([C@H]([C@H](O3)C[C@H](COC)OC4C[C@]([C@H]([C@@H](O4)C)O[C@H]5C[C@H]([C@@H]([C@H](O5)C)O)OC)(C)O)C)O)C)O)O)\C)\C)\C	pubchem:44403674
BGC0000022	asperfuranone		
BGC0000023	Aurafuron A	C(C)(C)C/C=C(\C)/C(O)C(C)/C=C/C=C\C(O)CC1OC(O)(C)C(=O)C=1C	
BGC0000024	aureothin	CC1=C(OC(=C(C1=O)C)OC)[C@H]2CC/C(=C/C(=C/C3=CC=C(C=C3)[N+](=O)[O-])/C)/O2	pubchem:6436188;chemspider:5029106
BGC0000025	avermectin	CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C	pubchem:6858006
BGC0000026	Avilamycin A 	C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2[C@H](OC3(C[C@@H]2O)O[C@@H]4[C@H](O[C@H](C[C@]4(O3)C)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@@H]5OC)C)O[C@@H]6[C@H](O[C@H]([C@H]([C@H]6O)OC)O[C@H]7[C@@H]([C@H]8[C@H](CO7)O[C@@]9(O8)C1C([C@@]([C@H](O9)C)(C(=O)C)O)OCO1)OC(=O)C(C)C)COC)O)C)C)O)OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C	pubchem:122779;chemspider:16735687
BGC0000026	Avilamycin C	C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2[C@H](OC3(C[C@H]2O)O[C@@H]4[C@H](O[C@H](C[C@]4(O3)C)O[C@@H]5[C@H]([C@@H](O[C@@H]([C@@H]5OC)C)O[C@@H]6[C@H](O[C@H]([C@H]([C@H]6O)OC)O[C@H]7[C@@H]([C@H]8[C@H](CO7)O[C@@]9(O8)[C@H]1[C@H]([C@@]([C@H](O9)C)(C(C)O)O)OCO1)OC(=O)C(C)C)COC)O)C)C)O)OC(=O)C1=C(C(=C(C(=C1OC)Cl)O)Cl)C	pubchem:20055307;chemspider:16736581
BGC0000027	ankaflavin	CCCCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C	pubchem:15294091
BGC0000027	monascin	CCCCCC(=O)[C@@H]1[C@H]2CC3=C(COC(=C3)/C=C/C)C(=O)[C@@]2(OC1=O)C	pubchem:12118082
BGC0000027	rubropunctatin	CCCCCC(=O)C1=C2C=C3C=C(OC=C3C(=O)[C@@]2(OC1=O)C)/C=C/C	pubchem:6452445
BGC0000027	monascorubrin	CCCCCCCC(=O)C1=C2C=C3C=C(OC=C3C(=O)[C@@]2(OC1=O)C)/C=C/C	pubchem:12118084
BGC0000028	Bafilomycin B1	C[C@@H]1C/C(=C\\C=C[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C	
BGC0000029	BE-14106	CCC/C=C/CC1C/C=C\C=C(/C=C\C=C/C(C(/C=C(\C=C/C=C\C(=O)N1)/C)O)O)\C	pubchem:6439426
BGC0000030	bikaverin	CC1=CC(=CC2=C1C(=O)C3=C(O2)C(=C4C(=C3O)C(=O)C=C(C4=O)OC)O)OC	pubchem:5281730
BGC0000031	Borrelidin	C[C@H]1C[C@H](C[C@@H]([C@H](/C(=C\\C=C\\C[C@H](OC(=O)C[C@@H]([C@H](C1)C)O)[C@@H]2CCC[C@H]2C(=O)O)/C#N)O)C)C	
BGC0000032	calcimycin	C[C@H]1CCC2([C@@H](C[C@H]([C@H](O2)C(C)C(=O)C3=CC=CN3)C)C)O[C@H]1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC	pubchem:40486
BGC0000033	calicheamicin	CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@H](OC2O[C@H]3C#C/C=C\C#C[C@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O	pubchem:6438329
BGC0000034	candicidin	CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(CC(C(C(CC(=O)CC(CC(CC(CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(CC(=O)C2=CC=C(C=C2)N)O)O)O)O)O)C(=O)O)O)OC3C(C(C(C(O3)C)O)N)O	pubchem:6445669
BGC0000035	chalcomycin	C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](C[C@](C(=O)/C=C/[C@H]3[C@@H](O3)[C@@H]([C@H](OC(=O)/C=C/[C@@H]2C)C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)(C)O)C)O)OC	pubchem:6436271
BGC0000036	chlorothricin	C[C@@H](C(C(O)=O)=C1)C[C@@]2(C(O)=C(O3)C(O2)=O)[C@@H]1C=CCCCC[C@@H]4C=C[C@@]([C@@H](O[C@@H]5C[C@H](O)[C@@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](OC(C7=C(C)C(Cl)=CC=C7OC)=O)C6)[C@@H](C)O5)CCC8)([H])[C@]8([H])[C@@H]4C3=O	
BGC0000036	deschlorothricin	C[C@@H](C(C(O)=O)=C1)C[C@@]2(C(O)=C(O3)C(O2)=O)[C@@H]1C=CCCCC[C@@H]4C=C[C@@]([C@@H](O[C@@H]5C[C@H](O)[C@@H](O[C@H]6O[C@@H](C)[C@H](O)[C@@H](OC(C7=C(C)C=CC=C7OC)=O)C6)[C@@H](C)O5)CCC8)([H])[C@]8([H])[C@@H]4C3=O	
BGC0000037	cichorine	CC1=C(C=C2C(=C1OC)CNC2=O)O	pubchem:442849
BGC0000038	coelimycin P1	C/C=C/C(=O)/C/1=C/C(=C\2/C=CCCN2)/SC[CH](C(=O)O1)NC(=O)C	chemspider:27475147
BGC0000039	compactin	CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O	pubchem:64715
BGC0000040	concanamycin A	CC[C@H]1[C@H]([C@@H](C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)/C=C/C)C)O)O)O)OC)/C)C)O	pubchem:6917059
BGC0000041	coronafacic acid	CC[C@@H]1C[C@H]2[C@H](CCC2=O)C(=C1)C(=O)O	pubchem:114969
BGC0000042	cremimycin	CCCCCCC1CC(=O)CCCC(CC(=O)C2=C(C(CC2/C=C(/C=C/C=C/C(=O)N1)\C)OC3CC(C(C(O3)C)O)OC)O)O	pubchem:6449106
BGC0000043	curacin A	C[C@H]1CC1C2=N[C@@H](CS2)/C=C\CC/C=C/C=C(\C)/CC[C@H](CC=C)OC	pubchem:6438908
BGC0000044	Dawenol	C(/C)=C/C(/C)=C/C=C/C(/C)=C/C=C/C(/C)=C/C(/C)=C/C(C)C(O)C(C)C(OC(C)=O)C	
